line,folktale.ID,transcription,gloss,english,japanese,,
3.233,K7803231UP,"sorekusu pakno nispa isam nispa a= ne wa,",exactly till-ADV rich.man not.exist rich.man 4.A= COP and,I became the richest one in the village.,並ぶもののない⻑者となった。,,
3.234,K7803231UP,a= kor huci a= kor ekasi a= eikra wa i= sermak us pa wa ne kuni a= ramu.,4.A= have grandmother 4.A= have grandfather/elder-POSS 4.A= with.APPL-send.to and 4.O= behind attach.to PL and COP should/going/surely.COMP 4.A= think,"I sent offerings for my grandmother and grandfather, and I think that they looked over me.",おばあさん、おじいさんにお供物を送って、彼らが守ってくれているのだ思う。,,
3.235,K7803231UP,nep a= sitoma ka somo ki.,what 4.A= be.afraid.of even NEG do,"Without fear, and",何もおそれることなく、,,
3.236,K7803231UP,"a= kor_ rusuy ka somo ki no,",4.A= have DESID even NEG do and,"without wanting,",欲しいものもなく、,,
3.237,K7803231UP,a= poutari rupne pa wa,4.(A)= child-PL-POSS grow.up PL and,my children grew up and,⼦どもたちも⼤きくなって、,,
3.238,K7803231UP,"a= poutari i= piskani *e… emurse【11】 kane iki pa rapokkehe,",4.(A)= child-PL-POSS 4.O= around -- to.APPl-gather doing.so APASS-do PL during-place-POSS,"soon, there was a group of children around me.",私のまわりに群れるほどになった。,,
3.239,K7803231UP,"a= yuputari ka paha rupne pa p ne kusu,",4.(A)= older.brother-PL-POSS even year-POSS grow.up PL NMLZ COP because,"The brothers grew older,",兄さんたちも年を重ね、,,
3.240.,K7803231UP,poutari ka rupne pa.,child-PL-POSS even grow.up PL,and after seeing their children grow up,⼦どもたちが⼤きくなって,,
3.241,K7803231UP,"yayramekotpa siri ka nukar pa p ihoppa okake ta,",marry seemingly.COMP even see PL but APASS-leave-TR.PL end/behind-place at,"and get married, they died.",結婚するのを⾒て亡くなった後、,,
3.242,K7803231UP,"iyosno kane asinuma anakne kotanhoppa mosirhoppa =an,",4.(O)-EP-behind-ADV somewhat 4SG TOP NI.village-leave-TR.PL NI.land-leave-TR.PL =4.S,It was soon my time to leave this world.,私もこの世を去るときが近づいてきた。,,
3.243,K7803231UP,"a= acautari ka onne okake ta ki siri ene an h_i ne kusu,",4.(A)= uncle-PL-POSS even die end/behind-place at do VIS.EV like.this exist.SG thing/place/time COP because,"My uncle had reached his life, so it was time for me, in my old age, to leave some lasting words.",おじさんたちも天寿をまっとうした後で、私も年⽼いたので⾔い残しておくのだ。,,
3.244,K7803231UP,"tapne kane an pe kusu,",this-as somewhat exist.SG NMLZ because,"“So this is what happened,",これこれこういうわけで、,,
3.245,K7803231UP,"cape umurek i= resu kuskeraypo siknu p a= ne ruwe ne ora rapokkehe,",cat couple 4.O= raise-TR.SG because-by.favor.of-DIM be.alive thing/person 4.A= COP INFR.EV COP then during-place-POSS,and I was raised by a cat couple. They helped me live this long.,ネコの夫婦に育てられ、そのおかげで⽣き延びることができた。,,
3.246,K7803231UP,"Kusur emko un topattumi kusu paye =an kunak a= ramu a korka,",Kusur upper to/at night.raid(er) for go.PL =4.S going/expected/should.COMP 4.A= think PERF.SG but,"We thought about going on a night raid to the upstream area of Kusur,",クスﾙの上流にトパットゥミをしかけに⾏こうとも思ったが、,,
3.247,K7803231UP,"paye =an ka somo ki rapokke sisam irenka an wa somo no,",go.PL =4.S even NEG do during-place the.Japanese will exist.SG and NEG and,"but while we lived without going, the Japanese put a ban [on it]. Without going,",和⼈のご法度があるので、⾏くこともしないまま,,
3.248,K7803231UP,"tane onne =an siri ene an h_i ne kusu,",already be.old =4.S VIS.EV like.this exist.SG thing/place/time COP because,I grew old.,年⽼いた。,,
3.249,K7803231UP,ikiankunak wen puri a= kor pe ne kus,PROH be.bad behavior 4.A= have NMLZ COP because,"Children, you must never have bad thoughts",⼦どもたちよ決して悪い了⾒を持たず、,,
3.250.,K7803231UP,"a= poutarihi tapne an pe a= onaha i= ye sekor, ika eci= hawoka kor【12】 *eci …",4.(A)= child-PL-POSS this-as exist.SG thing/person 4.(A)= father-POSS 4.O= say/tell QUOT PROH 2PL.S= voice-exist.PL and -- --,,こんなことを⽗親が⾔ったなどと⾔うなよ。,,
3.251,K7803231UP,"topattumi sekor a= ye p anak a= sitoma p ne,",night.raid(er) QUOT 4.A= say/tell thing/person TOP 4.A= be.afraid.of NMLZ COP,Night raids are dreadful.,トパットゥミというものは恐ろしいものなのだ。,,
3.252,K7803231UP,"moyre yakka konto, nea wen kewtum i= kohosipi wa a= sitoma p ne na.",be.late although then that be.bad spirit 4.O= to.APPL-return.SG and 4.A= be.afraid.of NMLZ COP SGST,"Such bad intentions will sooner or later come back to you, and be dreadful.",そういう悪い⼼持は、おそかれはやかれ⾃分に帰ってきて、恐ろしいものだぞ。,,
3.253,K7803231UP,ikiankunak a= poutari topattumi epaye na.,PROH 4.(A)= child-PL-POSS night.raid(er) for.APPL-go.PL SGST,"So children, you must never go on night raids.",だから⼦どもたちよ、決してトパットゥミになど⾏くなよ。,,
3.254,K7803231UP,sekor hawean =an kor onne =an pe ne kus a= ye sekor sino nispa hawean したと。,QUOT voice-POSS-exist.SG =4.S and be.old =4.S NMLZ COP because 4.A= say/tell QUOT true rich.man voice-POSS-exist.SG (to.do-PST QUOT?),"I am telling you because I am old,” so said a wise old man.",と⾔いながら年⽼いたので、話しておくのだと、⽴派な⻑者が語ったと。,,
